"Date","Player","Country","Runs","NotOut","Minutes","BallsFaced","Fours","Sixes","StrikeRate","Innings","Participation","Opposition","Ground"
2025-03-21,"Hasan Nawaz ","Pakistan",105,TRUE,74,45,10,7,233.333333333333,2,"B","New Zealand","Auckland"
2025-07-06,"Fiaz Ahmed ","BHR",105,TRUE,NA,57,10,7,184.210526315789,1,"B","Germany","Blantyre"
2018-02-16,"MJ Guptill ","New Zealand",105,FALSE,74,54,6,9,194.444444444444,1,"B","Australia","Auckland"
2011-08-06,"TM Dilshan ","Sri Lanka",104,TRUE,85,57,12,5,182.456140350877,1,"B","Australia","Pallekele"
2019-08-30,"S Wickramasekara ","CZK-R",104,TRUE,0,36,8,10,288.888888888889,1,"B","Turkey","Ilfov County"
2019-10-14,"LA Dunbar ","SRB",104,TRUE,NA,61,5,10,170.491803278689,1,"B","Bulgaria","Corfu"
2021-02-11,"Mohammad Rizwan ","Pakistan",104,TRUE,102,64,6,7,162.5,1,"B","South Africa","Lahore"
2021-08-21,"VP Thamotharam ","MLT",104,TRUE,NA,52,8,6,200,1,"B","Gibraltar","Albergaria"
2022-02-19,"K Bhurtel ","NEP",104,TRUE,NA,61,13,1,170.491803278689,1,"B","Philippines","Al Amerat"
2023-04-24,"MS Chapman ","New Zealand",104,TRUE,NA,57,11,4,182.456140350877,2,"B","Pakistan","Rawalpindi"
2023-11-28,"GJ Maxwell ","Australia",104,TRUE,79,48,8,8,216.666666666667,2,"B","India","Guwahati"
2018-01-03,"C Munro ","New Zealand",104,FALSE,88,53,3,10,196.22641509434,1,"B","West Indies","Mount Maunganui"
2021-11-03,"F Damiao Couana ","MOZ",104,FALSE,85,51,6,8,203.921568627451,1,"B","Cameroon","Rwanda"
2022-06-28,"DJ Hooda ","India",104,FALSE,78,57,9,6,182.456140350877,1,"B","Ireland","Dublin (Malahide)"
2022-10-29,"GD Phillips ","New Zealand",104,FALSE,87,64,10,4,162.5,1,"B","Sri Lanka","Sydney"
2024-08-23,"T Parima ","COK",104,FALSE,NA,52,10,7,200,2,"B","Samoa","Apia (No 2)"
2025-04-20,"MD Patel ","United States of America",104,FALSE,NA,49,8,6,212.244897959184,1,"B","Bahamas","George Town"
2016-03-13,"Tamim Iqbal ","BAN",103,TRUE,91,63,10,5,163.492063492063,1,"B","Oman","Dharamsala"
2018-02-07,"GJ Maxwell ","Australia",103,TRUE,89,58,10,4,177.586206896552,2,"B","England","Hobart"
2019-11-08,"DJ Malan ","England",103,TRUE,79,51,9,6,201.960784313725,1,"B","New Zealand","Napier"
2021-11-18,"AA Obanda ","Kenya",103,TRUE,68,56,9,8,183.928571428571,2,"B","Nigeria","Kigali"
2024-08-25,"Basil George ","MLT",103,TRUE,NA,63,9,5,163.492063492063,1,"B","Bulgaria","Castel"
2024-11-09,"PD Salt ","England",103,TRUE,NA,54,9,6,190.740740740741,2,"B","West Indies","Bridgetown"
2019-01-23,"R Sandaruwan ","KUW",103,FALSE,NA,59,10,5,174.576271186441,2,"B","Bahrain","Al Amerat"
2019-10-01,"PK Matautaava ","VAN",103,FALSE,NA,52,9,7,198.076923076923,1,"B","Malaysia","Kuala Lumpur"
2021-07-16,"LS Livingstone ","England",103,FALSE,62,43,6,9,239.53488372093,2,"B","Pakistan","Nottingham"
2023-02-28,"KS Leverock ","BER",103,FALSE,NA,58,10,6,177.586206896552,1,"B","Panama","Buenos Aires"
2024-09-06,"JP Inglis ","Australia",103,FALSE,76,49,7,7,210.204081632653,1,"B","Scotland","Edinburgh"
2025-05-07,"P Pushparajan ","MLT",103,FALSE,NA,40,8,8,257.5,1,"B","Estonia","Marsa"
2019-03-30,"Awais Ahmed ","ESP",102,TRUE,NA,64,5,6,159.375,1,"B","Malta","Cartagena"
2022-11-19,"Zeeshan Maqsood ","OMA",102,TRUE,NA,44,7,9,231.818181818182,1,"B","Bahrain","Al Amerat"
2023-02-24,"Mohammad Ihsan ","ESP",102,TRUE,NA,59,9,6,172.881355932203,1,"B","Isle of Man","Cartagena"
2024-08-27,"R Sandaruwan ","KUW",102,TRUE,NA,48,9,7,212.5,2,"B","Hong Kong","Kuala Lumpur"
2025-07-25,"SD Hope ","West Indies",102,TRUE,NA,57,8,6,178.947368421053,1,"B","Australia","Basseterre"
2025-07-25,"TH David ","Australia",102,TRUE,NA,37,6,11,275.675675675676,2,"B","West Indies","Basseterre"
2024-02-29,"M Coetzee ","Hong Kong",102,FALSE,NA,63,11,4,161.904761904762,1,"B","Qatar","Doha"
2024-05-26,"Imran Asif ","AUT",102,FALSE,NA,65,8,8,156.923076923077,1,"B","Belgium","Lower Austria"
2025-06-07,"BM Pecic ","SRB",102,FALSE,NA,42,7,10,242.857142857143,2,"B","Slovenia","Belgrade"
2012-12-23,"MJ Guptill ","New Zealand",101,TRUE,89,69,9,6,146.376811594203,2,"B","South Africa","East London"
2017-10-29,"DA Miller ","South Africa",101,TRUE,53,36,7,9,280.555555555556,1,"B","Bangladesh","Potchefstroom"
2018-07-03,"KL Rahul ","India",101,TRUE,NA,54,10,5,187.037037037037,2,"B","England","Manchester"
2019-08-20,"JP Kotze ","Namibia",101,TRUE,NA,43,7,9,234.883720930233,1,"B","Botswana","Windhoek"
2021-11-01,"JC Buttler ","England",101,TRUE,104,67,6,6,150.746268656716,1,"B","Sri Lanka","Sharjah"
2022-07-11,"SR Taylor ","United States of America",101,TRUE,NA,55,12,5,183.636363636364,2,"B","Jersey","Bulawayo"
2023-04-15,"Babar Azam ","Pakistan",101,TRUE,95,58,11,3,174.137931034483,1,"B","New Zealand","Lahore"
2010-05-02,"SK Raina ","India",101,FALSE,85,60,9,5,168.333333333333,1,"B","South Africa","Gros Islet"
2017-01-06,"C Munro ","New Zealand",101,FALSE,71,54,7,7,187.037037037037,1,"B","Bangladesh","Mount Maunganui"
2019-08-18,"Ravinderpal Singh ","Canada",101,FALSE,NA,48,6,10,210.416666666667,1,"B","Cayman","Sandys Parish"
2019-10-20,"S Davizi ","CZK-R",101,FALSE,NA,68,6,7,148.529411764706,1,"B","Malta","Marsa"
2022-07-27,"G Mckeon ","Fran",101,FALSE,NA,53,5,8,190.566037735849,1,"B","Norway","Kerava"
2022-07-27,"FH Allen ","New Zealand",101,FALSE,NA,56,8,6,180.357142857143,1,"B","Scotland","Edinburgh"
2023-10-15,"KJ Stagno ","GIBR",101,FALSE,NA,49,8,7,206.122448979592,1,"B","Luxembourg","Gibraltar"
2024-02-27,"JN Loftie-Eaton ","Namibia",101,FALSE,NA,36,11,8,280.555555555556,1,"B","Nepal","Kirtipur"
2024-11-23,"V Balakrishnan ","BOT",101,FALSE,NA,66,12,2,153.030303030303,1,"B","Eswatini","Abuja"
2024-11-25,"Faisal Khan ","KSA",101,FALSE,NA,42,6,10,240.47619047619,2,"B","Cambodia","Doha"
2025-01-02,"MDKJ Perera ","Sri Lanka",101,FALSE,78,46,13,4,219.565217391304,1,"B","New Zealand","Nelson"
2025-07-10,"AS Samra ","PHI",101,FALSE,NA,51,5,10,198.039215686275,2,"B","Indonesia","Bali"
2025-07-10,"M Podosky ","PHI",101,FALSE,NA,49,9,7,206.122448979592,1,"B","South Korea","Bali"
2025-07-18,"Zeeshan Ali ","Hong Kong",101,FALSE,NA,58,14,4,174.137931034483,1,"B","Malaysia","Singapore"
2016-03-16,"CH Gayle ","West Indies",100,TRUE,94,48,5,11,208.333333333333,2,"B","England","Wankhede"
2018-07-08,"RG Sharma ","India",100,TRUE,NA,56,11,5,178.571428571429,2,"B","England","Bristol"
2019-10-27,"DA Warner ","Australia",100,TRUE,NA,56,10,4,178.571428571429,1,"B","Sri Lanka","Adelaide"
2021-06-24,"IA De Silva ","BUL",100,TRUE,NA,60,8,8,166.666666666667,1,"B","Serbia","Sofia"
2021-07-24,"Saber Zakhil ","BEL",100,TRUE,NA,47,5,8,212.765957446808,1,"B","Austria","Waterloo"
2021-10-19,"O Tuyisenge ","RWN",100,TRUE,103,60,6,3,166.666666666667,1,"B","Seychelles","Rwanda"
2022-04-09,"MG Erasmus ","Namibia",100,TRUE,NA,47,9,7,212.765957446808,1,"B","Uganda","Windhoek"
2022-10-04,"RR Rossouw ","South Africa",100,TRUE,80,48,7,8,208.333333333333,1,"B","India","Indore"
2022-12-22,"S Ssesazi ","UGA",100,TRUE,NA,58,13,2,172.413793103448,1,"B","Tanzania","Rwanda"
2023-05-03,"AE Paraam ","SGP",100,TRUE,NA,62,11,2,161.290322580645,1,"B","Philippines","Phnom Penh"
2025-02-20,"SR Mukkamalla ","United States of America",100,TRUE,NA,48,7,7,208.333333333333,2,"B","Oman","Al Amerat"
2025-06-14,"Walid Ghauri ","NOR",100,TRUE,NA,48,10,7,208.333333333333,2,"B","Denmark","Koge"
2025-07-20,"Anshuman Rath ","Hong Kong",100,TRUE,NA,59,15,1,169.491525423729,1,"B","Singapore","Singapore"
2025-07-22,"Asif Ali ","BHR",100,TRUE,NA,55,5,9,181.818181818182,1,"B","Rwanda","Rwanda"
2010-05-03,"DPMD Jayawardene ","Sri Lanka",100,FALSE,80,64,10,4,156.25,1,"B","Zimbabwe","Providence"
2012-07-24,"RD Berrington ","Scotland",100,FALSE,81,58,10,5,172.413793103448,1,"B","Bangladesh","The Hague"
2016-08-27,"E Lewis ","West Indies",100,FALSE,76,49,5,9,204.081632653061,1,"B","India","Lauderhill"
2021-08-21,"Azhar Andani ","POR",100,FALSE,NA,51,7,5,196.078431372549,1,"B","Gibraltar","Albergaria"
2022-07-03,"S Chandramohan ","SGP",100,FALSE,NA,52,7,7,192.307692307692,1,"B","Papau New Guinea","Singapore"
2022-11-25,"V Balakrishnan ","BOT",100,FALSE,NA,70,7,5,142.857142857143,1,"B","St Helena","Rwanda"
2023-03-16,"N Nipiko ","VAN",100,FALSE,NA,49,8,9,204.081632653061,1,"B","Fiji","Suva"
2023-03-26,"Q de Kock ","South Africa",100,FALSE,56,44,9,8,227.272727272727,2,"B","West Indies","Centurion"
2023-10-03,"YBK Jaiswal ","India",100,FALSE,NA,49,8,7,204.081632653061,1,"B","Nepal","Hangzhou"
2023-12-14,"SA Yadav ","India",100,FALSE,82,56,7,8,178.571428571429,1,"B","South Africa","Johannesburg"
2023-12-29,"Rahmanullah Gurbaz ","Afghanistan",100,FALSE,NA,52,7,7,192.307692307692,1,"B","United Arab Emirates","Sharjah"
2024-04-21,"Muhammad Waseem ","United Arab Emirates",100,FALSE,NA,56,6,7,178.571428571429,1,"B","Oman","Al Amerat"
2024-07-07,"Abhishek Sharma ","India",100,FALSE,61,47,7,8,212.765957446808,1,"B","Zimbabwe","Harare"
2024-08-21,"HAM Shah ","DEN",100,FALSE,NA,58,10,4,172.413793103448,1,"B","Czech Rep.","Castel"
2024-09-29,"GR Adair ","Ireland",100,FALSE,90,58,5,9,172.413793103448,1,"B","South Africa","Abu Dhabi"
2025-05-17,"Parvez Hossain Emon ","BAN",100,FALSE,NA,54,5,9,185.185185185185,1,"B","United Arab Emirates","Sharjah"
2012-09-21,"LJ Wright ","England",99,TRUE,83,55,8,6,180,1,"B","Afghanistan","Colombo (RPS)"
2020-12-01,"DJ Malan ","England",99,TRUE,NA,47,11,5,210.63829787234,2,"B","South Africa","Cape Town"
2020-12-20,"Mohammad Hafeez ","Pakistan",99,TRUE,86,57,10,5,173.684210526316,1,"B","New Zealand","Hamilton"
2021-02-22,"DP Conway ","New Zealand",99,TRUE,79,59,10,3,167.796610169492,1,"B","Australia","Christchurch"
2022-05-13,"L Bruce ","GIBR",99,TRUE,NA,63,11,2,157.142857142857,1,"B","Bulgaria","Marsa"
2022-07-09,"Omar Rassol ","BUL",99,TRUE,NA,56,9,7,176.785714285714,1,"B","Serbia","Belgrade"
2023-08-20,"R Satheesan ","ROM",99,TRUE,NA,69,10,6,143.478260869565,2,"B","Malta","Ilfov County"
2012-06-24,"AD Hales ","England",99,FALSE,84,68,6,4,145.588235294118,2,"B","West Indies","Nottingham"
2022-05-08,"HAM Shah ","DEN",99,FALSE,NA,68,6,4,145.588235294118,1,"B","Finland","Brondby"
2024-02-01,"Abdul Waheed ","KSA",99,FALSE,NA,58,9,6,170.689655172414,1,"B","Cambodia","Bangkok"
2024-11-14,"SA Edwards ","NED",99,FALSE,NA,55,7,5,180,1,"B","Oman","Al Amerat"
2005-02-17,"RT Ponting ","Australia",98,TRUE,62,55,8,5,178.181818181818,1,"B","New Zealand","Auckland"
2010-05-07,"DPMD Jayawardene ","Sri Lanka",98,TRUE,85,56,9,4,175,1,"B","West Indies","Bridgetown"
2013-08-24,"Ahmed Shehzad ","Pakistan",98,TRUE,91,64,6,6,153.125,1,"B","Zimbabwe","Harare"
2022-05-11,"S Davizi ","CZK-R",98,TRUE,NA,61,13,3,160.655737704918,1,"B","Gibraltar","Marsa"
2022-09-22,"Riazat Ali Shah ","UGA",98,TRUE,NA,53,5,6,184.905660377358,2,"B","Tanzania","Benoni"
2023-04-24,"Mohammad Rizwan ","Pakistan",98,TRUE,NA,62,7,4,158.064516129032,1,"B","New Zealand","Rawalpindi"
2023-07-14,"Zeeshan Khan ","MLT",98,TRUE,NA,58,15,2,168.965517241379,1,"B","Romania","Marsa"
2024-12-13,"Saim Ayub ","Pakistan",98,TRUE,95,57,11,5,171.929824561404,1,"B","South Africa","Centurion"
2010-05-09,"CH Gayle ","West Indies",98,FALSE,88,66,5,7,148.484848484848,1,"B","India","Bridgetown"
2023-10-03,"KS Leverock ","BER",98,FALSE,NA,59,5,7,166.101694915254,1,"B","Cayman","Hamilton"
2024-06-17,"N Pooran ","West Indies",98,FALSE,86,53,6,8,184.905660377358,1,"B","Afghanistan","Gros Islet"
2016-03-09,"HM Amla ","South Africa",97,TRUE,81,62,8,4,156.451612903226,1,"B","Australia","Cape Town"
2018-04-02,"Babar Azam ","Pakistan",97,TRUE,NA,58,13,1,167.241379310345,1,"B","West Indies","Karachi"
2022-02-18,"V Aravind ","United Arab Emirates",97,TRUE,NA,67,13,1,144.776119402985,1,"B","Ireland","Al Amerat"
2025-03-26,"TL Seifert ","New Zealand",97,TRUE,53,38,6,10,255.263157894737,2,"B","Pakistan","Wellington"
2018-06-27,"RG Sharma ","India",97,FALSE,87,61,8,5,159.016393442623,1,"B","Ireland","Dublin (Malahide)"
2021-02-25,"MJ Guptill ","New Zealand",97,FALSE,62,50,6,8,194,1,"B","Australia","Dunedin"
2023-02-22,"KS Leverock ","BER",97,FALSE,NA,56,12,4,173.214285714286,1,"B","Argentina","Buenos Aires"
2024-06-09,"Karanbir Singh ","AUT",97,FALSE,NA,57,9,7,170.175438596491,1,"B","Romania","Rome"
2025-03-12,"Anshuman Rath ","Hong Kong",97,FALSE,NA,66,6,4,146.969696969697,1,"B","Malaysia","Kuala Lumpur"
2025-04-13,"Anshuman Rath ","Hong Kong",97,FALSE,NA,60,10,3,161.666666666667,1,"B","Qatar","Mong Kok"
2009-06-19,"TM Dilshan ","Sri Lanka",96,TRUE,90,57,12,2,168.421052631579,1,"B","West Indies","The Oval"
2010-10-10,"JP Duminy ","South Africa",96,TRUE,73,54,10,4,177.777777777778,1,"B","Zimbabwe","Kimberley"
2019-09-16,"PM Seelaar ","NED",96,TRUE,NA,49,9,5,195.918367346939,2,"B","Scotland","Dublin (Malahide)"
2021-10-21,"JW Jenner ","JER",96,TRUE,NA,66,11,2,145.454545454545,2,"B","Denmark","Almeria"
2022-07-28,"RR Rossouw ","South Africa",96,TRUE,80,55,10,5,174.545454545455,1,"B","England","Cardiff"
2022-12-06,"SKA Awiah ","GHA",96,TRUE,NA,69,9,3,139.130434782609,1,"B","Cameroon","Kigali"
2023-06-10,"CO Obuya ","Kenya",96,TRUE,NA,60,8,6,160,1,"B","Uganda","Nairobi (Gym)"
2025-07-26,"Sami Sohail ","MWest Indies",96,TRUE,NA,71,6,5,135.211267605634,2,"B","Rwanda","Rwanda"
2006-01-09,"DR Martyn ","Australia",96,FALSE,79,56,7,5,171.428571428571,1,"B","South Africa","Brisbane"
2022-07-02,"Zubaidi Zulkifle ","MAS",96,FALSE,NA,43,6,8,223.255813953488,1,"B","Bhutan","Bangi"
2022-12-19,"Virandeep Singh ","MAS",96,FALSE,NA,54,8,5,177.777777777778,2,"B","Bahrain","Bangi"
2023-07-24,"B McMullen ","Scotland",96,FALSE,NA,50,9,6,192,1,"B","Italy","Edinburgh"
2024-10-22,"D Myers ","Zimbabwe",96,FALSE,NA,45,11,6,213.333333333333,1,"B","Rwanda","Nairobi (Ruaraka)"
2025-02-23,"Fiaz Ahmed ","BHR",96,FALSE,NA,45,5,9,213.333333333333,1,"B","Indonesia","Bali"
2025-06-06,"JC Buttler ","England",96,FALSE,81,59,6,4,162.71186440678,1,"B","West Indies","Chester-le-Street"
2022-06-05,"Razmal Shigiwal ","AUT",95,TRUE,NA,47,5,7,202.127659574468,1,"B","Hungary","Lower Austria"
2020-01-15,"PR Stirling ","Ireland",95,FALSE,NA,47,6,8,202.127659574468,1,"B","West Indies","St George's"
2020-01-29,"KS Williamson ","New Zealand",95,FALSE,68,48,8,6,197.916666666667,2,"B","India","Hamilton"
2024-05-01,"AV Lazarus ","THA",95,FALSE,NA,66,3,8,143.939393939394,1,"B","Indonesia","Bali"
2017-01-08,"CJ Anderson ","New Zealand",94,TRUE,68,41,2,10,229.268292682927,1,"B","Bangladesh","Mount Maunganui"
2019-12-06,"V Kohli ","India",94,TRUE,NA,50,6,6,188,2,"B","West Indies","Hyderabad"
2021-11-06,"HE van der Dussen ","South Africa",94,TRUE,93,60,5,6,156.666666666667,1,"B","England","Sharjah"
2022-11-25,"Sami Sohail ","MWest Indies",94,TRUE,NA,60,13,0,156.666666666667,1,"B","Lesotho","Kigali"
2023-07-23,"LJ Tucker ","Ireland",94,TRUE,NA,51,8,4,184.313725490196,1,"B","Austria","Edinburgh"
2024-06-01,"Aaron Jones ","United States of America",94,TRUE,56,40,4,10,235,2,"B","Canada","Dallas"
2009-11-15,"LE Bosman ","South Africa",94,FALSE,81,45,5,9,208.888888888889,1,"B","England","Centurion"
2013-08-31,"AD Hales ","England",94,FALSE,80,61,11,2,154.098360655738,1,"B","Australia","Chester-le-Street"
2014-03-23,"Umar Akmal ","Pakistan",94,FALSE,70,54,9,4,174.074074074074,1,"B","Australia","Mirpur"
2018-07-04,"SF Mire ","Zimbabwe",94,FALSE,NA,63,6,6,149.206349206349,1,"B","Pakistan","Harare"
2025-03-21,"MS Chapman ","New Zealand",94,FALSE,59,44,11,4,213.636363636364,1,"B","Pakistan","Auckland"
2025-06-22,"J Baker ","CAY",94,FALSE,NA,60,9,5,156.666666666667,1,"B","Bahamas","King City (NW)"
2016-01-22,"H Masakadza ","Zimbabwe",93,TRUE,93,58,8,5,160.344827586207,1,"B","Bangladesh","Khulna"
2022-07-03,"TP Ura ","Papau New Guinea",93,TRUE,NA,40,4,9,232.5,2,"B","Singapore","Singapore"
2022-07-03,"Basil George ","MLT",93,TRUE,NA,44,5,7,211.363636363636,2,"B","Gibraltar","Waterloo"
2022-07-12,"A Vala ","Papau New Guinea",93,TRUE,NA,47,7,6,197.872340425532,2,"B","Uganda","Bulawayo"
2024-07-13,"YBK Jaiswal ","India",93,TRUE,66,53,13,2,175.471698113208,2,"B","Zimbabwe","Harare"
2025-04-26,"Virandeep Singh ","MAS",93,TRUE,NA,57,8,4,163.157894736842,2,"B","Saudi Arabia","Kuala Lumpur"
2021-11-03,"MJ Guptill ","New Zealand",93,FALSE,92,56,6,7,166.071428571429,1,"B","Scotland","Dubai (DICS)"
2019-10-03,"PJ Moor ","Zimbabwe",92,TRUE,87,60,9,6,153.333333333333,2,"B","Singapore","Singapore"
2020-03-03,"TH David ","SGP",92,TRUE,NA,32,9,7,287.5,1,"B","Malaysia","Bangkok"
2020-10-17,"R Satheesan ","ROM",92,TRUE,NA,50,6,3,184,1,"B","Bulgaria","Ilfov County"
2021-03-28,"DP Conway ","New Zealand",92,TRUE,91,52,11,3,176.923076923077,1,"B","Bangladesh","Hamilton"
2022-06-24,"KC D'Souza ","BUL",92,TRUE,NA,34,5,10,270.588235294118,2,"B","Serbia","Sofia"
2022-09-14,"MTMMJ Ave ","COK",92,TRUE,NA,61,11,2,150.819672131148,2,"B","Fiji","Port vila"
2022-10-22,"DP Conway ","New Zealand",92,TRUE,106,58,7,2,158.620689655172,1,"B","Australia","Sydney"
2023-08-30,"MR Marsh ","Australia",92,TRUE,97,49,13,2,187.755102040816,1,"B","South Africa","Durban"
2024-02-06,"AE Paraam ","SGP",92,TRUE,NA,58,7,6,158.620689655172,1,"B","Japan","Bangkok"
2024-10-19,"K Bhurtel ","NEP",92,TRUE,80,54,7,6,170.37037037037,1,"B","United States of America","Dallas"
2025-07-09,"MP O'Dowd ","NED",92,TRUE,NA,57,11,1,161.40350877193,1,"B","Guernsey","The Hague"
2018-11-11,"S Dhawan ","India",92,FALSE,NA,62,10,2,148.387096774194,2,"B","West Indies","Chennai"
2019-08-22,"SJ Baard ","Namibia",92,FALSE,NA,58,6,4,158.620689655172,1,"B","Botswana","Windhoek"
2022-06-25,"A Dizija ","SRB",92,FALSE,NA,56,15,2,164.285714285714,1,"B","Bulgaria","Sofia"
2023-10-21,"Kushal Malla ","NEP",92,FALSE,NA,41,3,9,224.390243902439,1,"B","Hong Kong","Mulpani"
2024-06-24,"RG Sharma ","India",92,FALSE,59,41,7,8,224.390243902439,1,"B","Australia","Gros Islet"
2012-02-11,"MJ Guptill ","New Zealand",91,TRUE,74,54,5,6,168.518518518519,2,"B","Zimbabwe","Auckland"
2019-09-18,"BN Cooper ","NED",91,TRUE,NA,56,5,7,162.5,2,"B","Ireland","Dublin (Malahide)"
2020-01-19,"LMP Simmons ","West Indies",91,TRUE,NA,40,5,10,227.5,2,"B","Ireland","Basseterre"
2021-04-25,"Mohammad Rizwan ","Pakistan",91,TRUE,87,60,5,3,151.666666666667,1,"B","Zimbabwe","Harare"
2022-07-15,"BFW de Leede ","NED",91,TRUE,NA,67,9,3,135.820895522388,2,"B","United States of America","Bulawayo"
2023-07-16,"V Saini ","ROM",91,TRUE,NA,45,7,6,202.222222222222,2,"B","Luxembourg","Marsa"
2024-03-16,"CJA Amini ","Papau New Guinea",91,TRUE,NA,53,8,4,171.698113207547,1,"B","Malaysia","Kuala Lumpur"
2012-09-11,"BB McCullum ","New Zealand",91,FALSE,67,55,11,3,165.454545454545,1,"B","India","Chennai"
2017-04-01,"E Lewis ","West Indies",91,FALSE,NA,51,5,9,178.43137254902,2,"B","Pakistan","Port of Spain"
2018-07-08,"Fakhar Zaman ","Pakistan",91,FALSE,NA,46,12,3,197.826086956522,2,"B","Australia","Harare"
2019-02-23,"PR Stirling ","Ireland",91,FALSE,NA,50,12,2,182,2,"B","Afghanistan","Dehradun"
2019-10-18,"S Davizi ","CZK-R",91,FALSE,NA,65,8,3,140,1,"B","Malta","Marsa"
2019-11-08,"EJG Morgan ","England",91,FALSE,59,41,7,7,221.951219512195,1,"B","New Zealand","Napier"
2019-12-11,"KL Rahul ","India",91,FALSE,NA,56,9,4,162.5,1,"B","West Indies","Wankhede"
2020-09-23,"HS Gericke ","MLT",91,FALSE,NA,54,8,3,168.518518518519,2,"B","Bulgaria","Sofia"
2021-09-04,"Taranjeet Singh ","ROM",91,FALSE,NA,57,13,1,159.649122807018,1,"B","Malta","Ilfov County"
2022-06-29,"ND Laegsgaard ","DEN",91,FALSE,NA,42,5,9,216.666666666667,1,"B","Gibraltar","Waterloo"
2023-02-18,"Muhammad Waseem ","United Arab Emirates",91,FALSE,NA,50,8,7,182,2,"B","Afghanistan","Abu Dhabi"
2023-02-22,"DMW Rawlins ","BER",91,FALSE,NA,33,6,9,275.757575757576,1,"B","Argentina","Buenos Aires"
2023-06-23,"A Dizija ","SRB",91,FALSE,NA,47,5,6,193.617021276596,1,"B","Turkey","Sofia"
2023-09-03,"TM Head ","Australia",91,FALSE,71,48,8,6,189.583333333333,2,"B","South Africa","Durban"
2024-08-27,"HAM Shah ","DEN",91,FALSE,NA,55,8,4,165.454545454545,1,"B","Cyprus","Castel"
2024-10-19,"BJ Bennett ","Zimbabwe",91,FALSE,NA,35,8,7,260,1,"B","Seychelles","Nairobi (Gym)"
2025-06-15,"E Lewis ","West Indies",91,FALSE,63,44,7,8,206.818181818182,1,"B","Ireland","Bready"
2025-08-23,"Karanbir Singh ","AUT",91,FALSE,NA,44,6,9,206.818181818182,1,"B","Belgium","Latschach"
2025-08-23,"Shaheryar Butt ","BEL",91,FALSE,NA,53,9,5,171.698113207547,2,"B","Austria","Latschach"
2007-09-11,"HH Gibbs ","South Africa",90,TRUE,101,55,14,2,163.636363636364,2,"B","West Indies","Johannesburg"
2013-01-26,"DA Warner ","Australia",90,TRUE,91,62,5,3,145.161290322581,1,"B","Sri Lanka","Sydney"
2013-08-29,"JE Root ","England",90,TRUE,77,49,13,1,183.673469387755,2,"B","Australia","Southampton"
2016-01-26,"V Kohli ","India",90,TRUE,71,55,9,2,163.636363636364,1,"B","Australia","Adelaide"
2021-11-17,"AA Jasani ","TAN",90,TRUE,78,52,7,4,173.076923076923,1,"B","Kenya","Kigali"
2024-01-19,"Mohammad Rizwan ","Pakistan",90,TRUE,97,63,6,2,142.857142857143,1,"B","New Zealand","Christchurch"
2024-04-12,"A Sharafu ","United Arab Emirates",90,TRUE,NA,48,8,5,187.5,2,"B","Kuwait","Al Amerat"
2015-01-11,"CH Gayle ","West Indies",90,FALSE,63,41,9,7,219.512195121951,2,"B","South Africa","Johannesburg"
2015-08-31,"SPD Smith ","Australia",90,FALSE,70,53,7,4,169.811320754717,2,"B","England","Cardiff"
2017-03-10,"Najeeb Tarakai ","Afghanistan",90,FALSE,79,58,7,5,155.172413793103,1,"B","Ireland","Greater Noida"
2018-03-06,"S Dhawan ","India",90,FALSE,NA,49,6,6,183.673469387755,1,"B","Sri Lanka","Colombo (RPS)"
2019-02-03,"Babar Azam ","Pakistan",90,FALSE,78,58,13,1,155.172413793103,2,"B","South Africa","Johannesburg"
2022-07-27,"JM Bairstow ","England",90,FALSE,79,53,3,8,169.811320754717,1,"B","South Africa","Bristol"
2023-09-16,"Aqib Ilyas ","OMA",90,FALSE,NA,52,10,4,173.076923076923,2,"B","United Arab Emirates","Doha"
2024-03-18,"S Ssesazi ","UGA",90,FALSE,NA,50,9,4,180,1,"B","Ghana","Accra"
2024-12-28,"P Nissanka ","Sri Lanka",90,FALSE,91,60,7,3,150,2,"B","New Zealand","Mount Maunganui"
2025-06-18,"M Levitt ","NED",90,FALSE,83,57,6,5,157.894736842105,1,"B","Scotland","Glasgow"
2025-08-03,"Habib Khan ","EST",90,FALSE,NA,43,5,8,209.302325581395,2,"B","Switzerland","Tallinn"
2025-08-23,"Karanbir Singh ","AUT",90,FALSE,NA,35,1,13,257.142857142857,2,"B","Belgium","Latschach"
2006-02-24,"GC Smith ","South Africa",89,TRUE,89,58,11,1,153.448275862069,1,"B","Australia","Johannesburg"
2007-09-19,"JM Kemp ","South Africa",89,TRUE,68,56,6,6,158.928571428571,2,"B","New Zealand","Durban"
2016-03-31,"V Kohli ","India",89,TRUE,63,47,11,1,189.36170212766,1,"B","West Indies","Wankhede"
2017-06-05,"MN Samuels ","West Indies",89,TRUE,NA,66,9,3,134.848484848485,2,"B","Afghanistan","Basseterre"
2018-06-12,"Sarfaraz Ahmed ","Pakistan",89,TRUE,NA,49,10,3,181.632653061224,1,"B","Scotland","Edinburgh"
2019-10-21,"GJ Delany ","Ireland",89,TRUE,NA,49,9,3,181.632653061224,1,"B","Oman","Tolerance Oval"
2019-10-27,"Muhammad Usman ","United Arab Emirates",89,TRUE,NA,63,6,2,141.269841269841,1,"B","Canada","Abu Dhabi"
2021-11-06,"DA Warner ","Australia",89,TRUE,89,56,9,4,158.928571428571,2,"B","West Indies","Abu Dhabi"
